student_id,query_index,query_type
11694,1,dependent
11694,2,guided
11694,3,dependent
11694,4,dependent
11694,5,dependent
11694,6,dependent
11694,7,guided
11694,8,dependent
11694,9,dependent
11694,10,dependent
11694,11,guided
11694,12,guided
11694,13,guided
11694,14,dependent
11694,15,dependent
11694,16,guided
11695,1,dependent
11695,2,dependent
11695,3,dependent
11695,4,dependent
11695,5,dependent
11695,6,dependent
11695,7,dependent
11695,8,dependent
11695,9,dependent
11695,10,dependent
11697,1,dependent
11697,2,dependent
11697,3,dependent
11697,4,dependent
11697,5,dependent
11697,6,guided
11697,7,dependent
11697,8,dependent
11697,9,guided
11698,1,dependent
11698,2,guided
11698,3,dependent
11698,4,dependent
11698,5,dependent
11698,6,dependent
11698,7,guided
11698,8,dependent
11698,9,dependent
11699,1,dependent
11699,2,dependent
11699,3,guided
11699,4,guided
11699,5,guided
11699,6,dependent
11700,1,dependent
11700,2,guided
11701,1,guided
11701,2,dependent
11701,3,dependent
11701,4,guided
11701,5,dependent
11701,6,dependent
11701,7,dependent
11701,8,dependent
11701,9,dependent
11701,10,guided
11701,11,dependent
11702,1,
11702,2,dependent
11702,3,dependent
11702,4,dependent
11702,5,dependent
11702,6,dependent
11702,7,dependent
11703,1,dependent
11703,2,dependent
11703,3,dependent
11703,4,dependent
11703,5,dependent
11703,6,dependent
11703,7,dependent
11703,8,dependent
11703,9,dependent
11703,10,guided
11703,11,dependent
11703,12,dependent
11703,13,dependent
11704,1,
11704,2,dependent
11704,3,dependent
11712,1,dependent
11712,2,dependent
11712,3,dependent
11712,4,dependent
11712,5,guided
11712,6,dependent
11712,7,dependent
11712,8,dependent
11712,9,guided
11712,10,dependent
11712,11,dependent
11713,1,dependent
11713,2,dependent
11713,3,dependent
11714,1,dependent
11714,2,dependent
11714,3,dependent
11714,4,dependent
11714,5,dependent
11714,6,dependent
11714,7,dependent
11714,8,dependent
11714,9,dependent
11714,10,dependent
11714,11,dependent
11714,12,dependent
11715,1,dependent
11715,2,dependent
11715,3,dependent
11715,4,guided
11715,5,guided
11715,6,dependent
11715,7,dependent
11716,1,guided
11716,2,guided
11716,3,guided
11718,1,guided
11718,2,dependent
11718,3,guided
11718,4,guided
11718,5,dependent
11720,1,dependent
11720,2,dependent
11720,3,guided
11720,4,guided
11720,5,dependent
11720,6,dependent
11720,7,guided
11720,8,dependent
11720,9,guided
11720,10,dependent
11720,11,dependent
11720,12,dependent
11720,13,dependent
11720,14,dependent
11720,15,dependent
11720,16,guided
11720,17,dependent
11720,18,dependent
11720,19,dependent
11720,20,dependent
11721,1,
11721,2,dependent
11722,1,guided
11722,2,guided
11722,3,dependent
11722,4,guided
11722,5,dependent
11722,6,guided
11722,7,dependent
11722,8,dependent
11722,9,dependent
11722,10,dependent
11722,11,dependent
11722,12,guided
11722,13,dependent
11722,14,guided
11722,15,dependent
11722,16,dependent
11723,1,dependent
11725,1,dependent
11725,2,dependent
11725,3,dependent
11725,4,dependent
11726,1,guided
11726,2,guided
11726,3,guided
11727,1,guided
11727,2,dependent
11727,3,guided
11732,1,dependent
11732,2,dependent
11732,3,dependent
11738,1,dependent
11739,1,dependent
11739,2,guided
11739,3,dependent
11739,4,dependent
11739,5,dependent
11739,6,guided
11739,7,dependent
11739,8,guided
11739,9,dependent
11740,1,guided
11740,2,guided
11740,3,guided
11740,4,dependent
11740,5,guided
11740,6,dependent
11740,7,dependent
11740,8,dependent
11741,1,
11741,2,dependent
11741,3,dependent
11741,4,dependent
11741,5,dependent
11741,6,dependent
11744,1,dependent
11744,2,dependent
11786,1,guided
11786,2,dependent
11788,1,dependent
11788,2,dependent
11788,3,dependent
11796,1,guided
11796,2,guided
11796,3,dependent
11796,4,dependent
11800,1,dependent
11800,2,dependent
11800,3,dependent
11800,4,guided
11800,5,guided
11800,6,dependent
11817,1,dependent
11817,2,dependent
11751,1,guided
11751,2,guided
11751,3,dependent
11751,4,dependent
11751,5,dependent
11751,6,dependent
11751,7,dependent
11751,8,guided
11751,9,dependent
11751,10,dependent
11751,11,guided
11751,12,dependent
11751,13,dependent
11751,14,guided
11752,1,guided
11752,2,guided
11752,3,dependent
11752,4,guided
11752,5,dependent
11752,6,guided
11753,1,dependent
11753,2,dependent
11753,3,dependent
11753,4,dependent
11753,5,dependent
11754,1,guided
11754,2,dependent
11754,3,dependent
11754,4,guided
11754,5,dependent
11754,6,dependent
11754,7,guided
11754,8,dependent
11754,9,dependent
11754,10,dependent
11754,11,dependent
11754,12,guided
11755,1,dependent
11757,1,guided
11757,2,guided
11757,3,dependent
11757,4,dependent
11757,5,dependent
11757,6,guided
11757,7,dependent
11757,8,guided
11758,1,dependent
11758,2,guided
11758,3,dependent
11760,1,guided
11760,2,dependent
11760,3,guided
11760,4,dependent
11760,5,dependent
11760,6,dependent
11760,7,dependent
11760,8,dependent
11760,9,dependent
11760,10,dependent
11760,11,guided
11760,12,dependent
11760,13,dependent
11767,1,guided
11767,2,guided
11767,3,dependent
11767,4,guided
11767,5,dependent
11767,6,dependent
11770,1,dependent
11770,2,guided
11772,1,dependent
11772,2,dependent
11772,3,dependent
11778,1,guided
11778,2,dependent
11792,1,dependent
11792,2,dependent
11792,3,dependent
11792,4,dependent
11792,5,dependent
11792,6,guided
11792,7,guided
11794,1,guided
11794,2,guided
11794,3,guided
11794,4,guided
11794,5,guided
11794,6,guided
11798,1,dependent
11798,2,dependent
11798,3,dependent
11798,4,dependent
11798,5,dependent
11798,6,dependent
11798,7,guided
11798,8,dependent
11798,9,dependent
11798,10,dependent
11819,1,guided
11750,1,guided
11750,2,dependent
11750,3,dependent
11750,4,dependent
11750,5,dependent
11750,6,guided
11750,7,dependent
11750,8,dependent
11750,9,dependent
11750,10,dependent
11750,11,dependent
11750,12,dependent
11750,13,dependent
11750,14,dependent
11750,15,dependent
11762,1,guided
11762,2,dependent
11762,3,guided
11762,4,dependent
11762,5,dependent
11762,6,guided
11762,7,guided
11762,8,guided
11762,9,guided
11762,10,dependent
11779,1,guided
11779,2,guided
11781,1,guided
11781,2,dependent
11781,3,guided
11781,4,guided
11781,5,dependent
11781,6,dependent
11781,7,dependent
11781,8,guided
11781,9,dependent
11781,10,dependent
11781,11,dependent
11791,1,guided
11791,2,guided
11791,3,guided
11795,1,guided
11795,2,dependent
11795,3,guided
11790,1,guided
11790,2,dependent
11790,3,guided
11790,4,guided
11746,1,guided
11746,2,guided
11749,1,dependent
11749,2,dependent
11749,3,dependent
11749,4,dependent
11749,5,guided
11749,6,guided
11749,7,guided
11749,8,guided
11749,9,dependent
11749,10,dependent
11756,1,guided
11756,2,guided
11756,3,dependent
11756,4,dependent
11773,1,dependent
11773,2,guided
11773,3,dependent
11780,1,guided
11780,2,dependent
11780,3,dependent
11799,1,dependent
11799,2,dependent
11799,3,guided
11802,1,dependent
11802,2,dependent
11688,1,dependent
11688,2,guided
11689,1,dependent
11689,2,dependent
11689,3,dependent
11690,1,guided
11690,2,dependent
11691,1,guided
11691,2,dependent
11691,3,dependent
11691,4,guided
11692,1,guided
11692,2,dependent
11692,3,guided
11692,4,dependent
11692,5,dependent
11692,6,dependent
11692,7,dependent
11692,8,dependent
11693,1,dependent
11693,2,dependent
11693,3,dependent
11693,4,dependent
11696,1,guided
11696,2,dependent
11709,1,dependent
11709,2,dependent
11710,1,guided
11711,1,dependent
11711,2,dependent
11711,3,guided
11717,1,guided
11717,2,dependent
11717,3,dependent
11717,4,guided
11717,5,dependent
11717,6,dependent
11717,7,dependent
11717,8,guided
11717,9,guided
11717,10,dependent
11728,1,dependent
11728,2,dependent
11728,3,dependent
11728,4,dependent
11728,5,dependent
11728,6,dependent
11728,7,guided
11728,8,guided
11728,9,dependent
11729,1,guided
11731,1,guided
11731,2,guided
11731,3,guided
11731,4,dependent
11734,1,guided
11734,2,dependent
11734,3,dependent
11734,4,dependent
11734,5,dependent
11734,6,dependent
11734,7,dependent
11734,8,dependent
11734,9,dependent
11735,1,guided
11735,2,dependent
11735,3,dependent
11735,4,dependent
11735,5,dependent
11735,6,dependent
11736,1,guided
11736,2,dependent
11736,3,guided
11736,4,dependent
11736,5,dependent
11736,6,dependent
11736,7,dependent
11736,8,dependent
11736,9,dependent
11736,10,dependent
11736,11,dependent
11737,1,dependent
11737,2,guided
11737,3,dependent
11737,4,guided
11737,5,guided
11787,1,dependent
11787,2,guided
11787,3,guided
11787,4,guided
11787,5,guided
11787,6,dependent
11787,7,guided
11787,8,guided
11787,9,guided
11787,10,dependent
11805,1,guided
11805,2,guided
11805,3,dependent
11805,4,dependent
11805,5,dependent
11805,6,dependent
11805,7,dependent
11806,1,dependent
11806,2,dependent
11808,1,dependent
11808,2,dependent
11810,1,guided
11810,2,dependent
11810,3,dependent
11810,4,dependent
11810,5,dependent
11810,6,dependent
11810,7,guided
11810,8,dependent
11810,9,dependent
11810,10,dependent
11812,1,dependent
11812,2,dependent
11812,3,dependent
11812,4,dependent
11812,5,dependent
11812,6,guided
11812,7,dependent
11812,8,guided
11812,9,dependent
11812,10,dependent
11815,1,guided
11815,2,dependent
11815,3,dependent
11815,4,guided
11815,5,guided
11815,6,dependent
11815,7,dependent
11815,8,dependent
11815,9,dependent
11818,1,guided
11818,2,dependent
11818,3,guided
11818,4,guided
11818,5,dependent
11818,6,dependent
11818,7,dependent
11818,8,dependent
