student_id,query_index,query_type
11620,1,guided
11620,2,dependent
11505,1,guided
11505,2,dependent
11505,3,dependent
11505,4,dependent
11505,5,dependent
11505,6,dependent
11505,7,guided
11505,8,dependent
11505,9,dependent
11505,10,dependent
11505,11,dependent
11505,12,dependent
11505,13,dependent
11505,14,dependent
11505,15,dependent
11505,16,dependent
11505,17,guided
11507,1,dependent
11507,2,guided
11507,3,dependent
11507,4,dependent
11507,5,dependent
11507,6,dependent
11507,7,dependent
11507,8,dependent
11507,9,dependent
11509,1,guided
11509,2,dependent
11509,3,guided
11509,4,dependent
11509,5,guided
11517,1,guided
11517,2,guided
11517,3,guided
11517,4,guided
11517,5,guided
11517,6,dependent
11517,7,guided
11519,1,guided
11519,2,dependent
11519,3,dependent
11519,4,dependent
11519,5,guided
11519,6,guided
11519,7,dependent
11519,8,dependent
11519,9,dependent
11521,1,dependent
11521,2,dependent
11527,1,guided
11527,2,guided
11527,3,dependent
11529,1,guided
11529,2,guided
11529,3,guided
11512,1,guided
11512,2,guided
11512,3,guided
11513,1,guided
11513,2,guided
11513,3,dependent
11513,4,dependent
11513,5,guided
11514,1,dependent
11514,2,dependent
11514,3,dependent
11514,4,dependent
11516,1,dependent
11516,2,guided
11516,3,dependent
11516,4,guided
11522,1,guided
11522,2,guided
11522,3,guided
11522,4,guided
11522,5,guided
11522,6,dependent
11522,7,dependent
11522,8,guided
11522,9,guided
11522,10,guided
11522,11,dependent
11522,12,dependent
11523,1,guided
11523,2,guided
11523,3,guided
11523,4,dependent
11523,5,dependent
11528,1,guided
11528,2,dependent
11533,1,guided
11535,1,guided
11535,2,dependent
11535,3,dependent
11535,4,dependent
11534,1,dependent
11534,2,dependent
11534,3,dependent
11534,4,dependent
11534,5,dependent
11534,6,dependent
11534,7,dependent
11536,1,dependent
11536,2,guided
11536,3,guided
11536,4,dependent
11536,5,dependent
11536,6,dependent
11537,1,guided
11537,2,guided
11537,3,guided
11537,4,dependent
11537,5,dependent
11541,1,guided
11544,1,guided
11544,2,dependent
11545,1,dependent
11545,2,guided
11545,3,guided
11545,4,dependent
11545,5,dependent
11545,6,dependent
11545,7,dependent
11546,1,guided
11549,1,guided
11550,1,dependent
11554,1,guided
11554,2,guided
11556,1,dependent
11556,2,guided
11556,3,dependent
11556,4,dependent
11556,5,dependent
11556,6,guided
11556,7,dependent
11556,8,dependent
11558,1,dependent
11558,2,dependent
11558,3,dependent
11559,1,dependent
11559,2,dependent
11562,1,guided
11562,2,guided
11562,3,guided
11562,4,guided
11562,5,dependent
11562,6,guided
11562,7,dependent
11562,8,dependent
11562,9,dependent
11562,10,guided
11565,1,dependent
11565,2,guided
11565,3,dependent
11565,4,dependent
11565,5,guided
11565,6,dependent
11565,7,dependent
11565,8,dependent
11565,9,dependent
11565,10,dependent
11565,11,guided
11565,12,dependent
11565,13,dependent
11565,14,dependent
11566,1,guided
11566,2,guided
11566,3,dependent
11566,4,dependent
11566,5,dependent
11566,6,dependent
11567,1,dependent
11567,2,dependent
11567,3,dependent
11567,4,guided
11567,5,dependent
11568,1,dependent
11568,2,dependent
11568,3,guided
11571,1,dependent
11573,1,dependent
11573,2,dependent
11575,1,guided
11575,2,dependent
11575,3,guided
11575,4,dependent
11577,1,guided
11577,2,dependent
11543,1,guided
11543,2,guided
11543,3,guided
11543,4,guided
11543,5,dependent
11543,6,guided
11543,7,guided
11543,8,guided
11543,9,guided
11543,10,dependent
11543,11,dependent
11543,12,dependent
11543,13,dependent
11543,14,dependent
11543,15,dependent
11543,16,dependent
11543,17,dependent
11543,18,dependent
11543,19,dependent
11543,20,dependent
11543,21,dependent
11586,1,dependent
11586,2,dependent
11586,3,dependent
11587,1,guided
11587,2,dependent
11587,3,dependent
11587,4,dependent
11587,5,dependent
11587,6,dependent
11588,1,dependent
11588,2,dependent
11588,3,dependent
11588,4,dependent
11589,1,dependent
11589,2,guided
11590,1,guided
11590,2,dependent
11590,3,guided
11590,4,guided
11590,5,guided
11590,6,dependent
11590,7,guided
11591,1,dependent
11591,2,dependent
11591,3,dependent
11591,4,dependent
11591,5,dependent
11591,6,dependent
11592,1,dependent
11595,1,dependent
11595,2,dependent
11595,3,dependent
11595,4,dependent
11595,5,dependent
11595,6,guided
11595,7,dependent
11595,8,dependent
11595,9,guided
11595,10,dependent
11595,11,dependent
11595,12,dependent
11595,13,guided
11595,14,dependent
11595,15,dependent
11596,1,guided
11597,1,guided
11597,2,dependent
11597,3,guided
11597,4,guided
11597,5,dependent
11600,1,guided
11604,1,dependent
11604,2,dependent
11604,3,dependent
11480,1,guided
11480,2,dependent
11480,3,guided
11480,4,dependent
11483,1,dependent
11484,1,guided
11484,2,guided
11485,1,guided
11485,2,guided
11485,3,guided
11485,4,dependent
11487,1,guided
11487,2,guided
11487,3,guided
11487,4,dependent
11489,1,guided
11489,2,dependent
11489,3,dependent
11489,4,guided
11491,1,guided
11491,2,dependent
11491,3,dependent
11491,4,dependent
11493,1,dependent
11493,2,dependent
11494,1,dependent
11494,2,dependent
11494,3,dependent
11498,1,guided
11498,2,dependent
11498,3,dependent
11498,4,guided
11499,1,dependent
11500,1,guided
11500,2,dependent
11500,3,dependent
11500,4,dependent
11501,1,guided
11501,2,guided
11501,3,guided
11502,1,guided
11502,2,dependent
11616,1,dependent
11617,1,guided
11617,2,dependent
11617,3,dependent
11617,4,dependent
11617,5,guided
11617,6,dependent
11619,1,dependent
11619,2,dependent
11619,3,dependent
11619,4,dependent
11619,5,dependent
11619,6,dependent
11619,7,dependent
11619,8,dependent
11619,9,dependent
11619,10,dependent
11619,11,dependent
11619,12,dependent
11619,13,dependent
11630,1,guided
11630,2,guided
11631,1,guided
11631,2,guided
11631,3,dependent
11631,4,guided
11631,5,dependent
11631,6,dependent
11631,7,dependent
11631,8,guided
11632,1,dependent
11632,2,dependent
11632,3,dependent
11632,4,guided
11632,5,guided
11635,1,dependent
11635,2,dependent
11635,3,dependent
11635,4,dependent
11635,5,dependent
11657,1,dependent
11664,1,guided
11664,2,guided
11664,3,guided
11664,4,dependent
11664,5,dependent
11664,6,dependent
11664,7,guided
11664,8,dependent
11664,9,guided
11664,10,dependent
11664,11,dependent
11664,12,dependent
11664,13,guided
11671,1,dependent
11671,2,guided
11671,3,dependent
11671,4,dependent
11671,5,dependent
11671,6,guided
11671,7,dependent
11671,8,dependent
11642,1,guided
11642,2,dependent
11658,1,dependent
11613,1,dependent
11613,2,guided
11613,3,dependent
11613,4,dependent
11613,5,dependent
11612,1,guided
11612,2,dependent
11622,1,guided
11622,2,dependent
11622,3,dependent
11622,4,dependent
11622,5,dependent
11622,6,dependent
11624,1,guided
11624,2,dependent
11624,3,guided
11624,4,guided
11624,5,dependent
11624,6,dependent
11626,1,guided
11626,2,dependent
11626,3,guided
11627,1,guided
11627,2,dependent
11627,3,guided
11627,4,dependent
11627,5,dependent
11636,1,dependent
11636,2,dependent
11636,3,dependent
11636,4,guided
11636,5,dependent
11636,6,dependent
11636,7,dependent
11645,1,guided
11647,1,guided
11496,1,dependent
11496,2,dependent
11496,3,dependent
11496,4,dependent
11496,5,dependent
11653,1,dependent
11665,1,dependent
11665,2,dependent
11666,1,dependent
11666,2,dependent
11666,3,dependent
11666,4,dependent
11668,1,dependent
11668,2,dependent
11668,3,guided
11668,4,dependent
11663,1,guided
11663,2,dependent
11663,3,guided
11663,4,dependent
