student_id,query_index,query_type
12015,1,guided
12015,2,dependent
12015,3,dependent
12016,1,dependent
12016,2,dependent
12016,3,guided
12016,4,guided
12017,1,guided
12017,2,guided
12021,1,guided
12021,2,dependent
11960,1,guided
11961,1,guided
11961,2,guided
11961,3,guided
11961,4,guided
11961,5,dependent
11961,6,dependent
11963,1,guided
11963,2,dependent
11965,1,guided
11965,2,dependent
11966,1,guided
11966,2,guided
11966,3,guided
11966,4,guided
11966,5,dependent
11966,6,dependent
11966,7,dependent
11966,8,dependent
11966,9,dependent
11966,10,dependent
11966,11,guided
11966,12,dependent
11966,13,guided
11966,14,dependent
11966,15,guided
11966,16,dependent
11966,17,dependent
11967,1,dependent
11967,2,guided
11967,3,dependent
11968,1,guided
11968,2,guided
11968,3,dependent
11968,4,guided
11951,1,guided
11951,2,guided
11952,1,guided
11952,2,dependent
11952,3,dependent
11952,4,guided
11952,5,guided
11954,1,guided
11955,1,guided
11956,1,guided
11956,2,guided
11969,1,guided
11969,2,dependent
11969,3,guided
11969,4,dependent
11970,1,guided
11970,2,guided
11971,1,guided
11971,2,guided
11971,3,dependent
11972,1,guided
11973,1,guided
11973,2,guided
11976,1,guided
11976,2,guided
11976,3,guided
11977,1,guided
11977,2,guided
11979,1,guided
11979,2,dependent
11979,3,guided
11982,1,dependent
11982,2,guided
11982,3,dependent
11982,4,dependent
11982,5,dependent
11982,6,dependent
11982,7,guided
11982,8,guided
11982,9,dependent
11982,10,guided
11982,11,dependent
11982,12,guided
11982,13,guided
11982,14,dependent
11983,1,guided
11984,1,guided
11984,2,dependent
11984,3,dependent
11984,4,guided
11985,1,guided
11985,2,dependent
11985,3,guided
11985,4,dependent
11985,5,guided
11985,6,dependent
11985,7,dependent
11987,1,guided
11987,2,guided
11987,3,dependent
11987,4,dependent
11988,1,guided
11988,2,dependent
11989,1,guided
11989,2,dependent
11989,3,guided
11989,4,guided
11989,5,dependent
11990,1,guided
11990,2,guided
11990,3,guided
11990,4,guided
11991,1,dependent
11991,2,guided
11992,1,guided
11992,2,dependent
11992,3,dependent
11992,4,dependent
11992,5,dependent
11992,6,guided
11992,7,dependent
11993,1,guided
11994,1,dependent
11994,2,dependent
11994,3,dependent
11994,4,guided
11994,5,guided
11994,6,guided
11994,7,dependent
11994,8,dependent
11995,1,guided
11996,1,guided
11996,2,guided
11996,3,guided
11997,1,guided
11997,2,dependent
11997,3,dependent
11997,4,guided
11997,5,guided
11997,6,dependent
11997,7,dependent
11998,1,guided
11998,2,dependent
11998,3,guided
11998,4,guided
11998,5,dependent
11999,1,guided
11999,2,guided
11999,3,guided
11999,4,dependent
11999,5,guided
11999,6,guided
11999,7,guided
11999,8,dependent
11999,9,guided
11999,10,guided
11999,11,guided
12000,1,guided
12001,1,guided
12001,2,guided
12001,3,guided
12002,1,guided
12003,1,dependent
12003,2,guided
12003,3,dependent
12005,1,dependent
12005,2,dependent
12005,3,guided
12005,4,guided
12005,5,dependent
12006,1,guided
12006,2,dependent
12006,3,dependent
12006,4,guided
12007,1,guided
12011,1,guided
12011,2,dependent
12011,3,dependent
12011,4,guided
12011,5,dependent
12011,6,dependent
12011,7,dependent
12011,8,dependent
12011,9,dependent
