student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,post_response_implementing_s,post_response_debugging_s,post_response_thinking_s,post_response_seeking_help_s,post_response_testing_s,post_thinking_task_s,post_thinking_llm_s,post_thinking_error_s,post_thinking_code_s,post_code_edits,post_code_edit_rate,post_terminal_runs,post_terminal_errors,post_error_self_fix,task_completed,final_test_passed,final_test_total,session_duration_s,label_query_no_effort
12472,1,1,1,189.56,0.0,189.56,162,0.8546,152,10,10,142,0.0617,2,1,1,117.05,1,0,44.42,44.42,0,0,0,0,43.29,106.39,0,0.0,0.0,0.0,0.0,68.31,3.82,77.37,0.0,0.0,68.31,0.0,3.82,77.37,0.0,40.05,0.0,12,310,3,3,0.0,0.0,117.81,0.0,0.0,0,117.81,0.0,0.0,0,0.0,1,0,0,1,3,3,309.46,
12475,1,4,1,55.18,0.0,55.18,17,0.3081,16,1,1,15,0.0588,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,11.57,29.93,0,0.0,0.0,0.0,8.39,0.0,3.24,38.31,0.0,8.39,0.0,0.0,3.24,38.31,0.0,0.0,5.24,19,81,0,0,7.33,0.0,28.39,4.21,0.0,0,8.02,0.0,20.37,10,0.2504,0,0,0,1,3,3,719.28,0.0
12475,2,4,0,96.52,41.34,39.93,10,0.2504,6,4,4,2,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,16.81,24.33,2,16.81,8.02,8.02,7.33,0.0,4.21,0.0,0.0,7.33,0.0,0.0,4.21,0.0,8.02,0.0,20.37,21,223,0,0,66.28,0.0,51.35,2.03,0.0,0,6.95,0.0,44.41,159,1.3288,1,1,0,1,3,3,719.28,0.0
12475,3,4,0,217.37,120.85,119.66,159,1.3288,133,23,23,110,0.1447,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,8.56,35.0,14,14.09,6.95,6.95,66.28,0.0,2.03,0.0,0.0,66.28,0.0,0.0,2.03,0.0,6.95,0.0,44.41,12,147,0,0,0.0,10.88,16.48,1.29,0.0,0,7.05,9.43,0.0,27,0.9427,1,1,0,1,3,3,719.28,0.0
12475,4,4,0,246.84,29.47,28.64,27,0.9427,18,9,9,9,0.3333,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,5.73,10.81,2,1.34,7.05,7.05,0.0,10.88,1.29,0.0,0.0,0.0,10.88,0.0,1.29,0.0,7.05,9.43,0.0,11,278,0,0,0.0,13.39,453.45,0.0,4.19,0,8.09,445.36,0.0,33,0.0701,5,4,4,1,3,3,719.28,
12476,1,2,1,34.88,0.0,34.88,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,11.99,22.71,0,0.0,0.0,0.0,0.0,0.0,1.58,33.31,0.0,0.0,0.0,0.0,1.58,33.31,0.0,0.0,0.0,183,250,0,0,113.48,1.69,129.51,1.21,0.0,0,13.66,30.95,84.89,228,0.9273,2,2,2,1,3,3,633.66,0.0
12476,2,2,0,283.11,248.23,245.88,228,0.9273,204,16,16,188,0.0702,2,2,1,18.42,2,0,19.26,19.26,0,0,0,0,19.2,141.19,8,36.97,13.66,13.66,113.48,1.69,1.21,0.0,0.0,113.48,1.69,0.0,1.21,0.0,13.66,30.95,84.89,212,317,0,0,0.0,3.67,345.03,0.0,0.0,0,119.16,225.87,0.0,2,0.0057,1,0,0,1,3,3,633.66,
12478,1,2,1,183.61,0.0,183.61,266,1.4487,206,55,55,151,0.2068,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,14.42,94.35,1,0.0,0.0,0.0,86.98,0.0,12.52,59.76,0.0,86.98,0.0,0.0,12.52,59.76,0.0,0.0,24.34,34,367,0,0,22.91,9.77,110.35,0.71,0.0,0,18.15,64.82,27.38,97,0.6748,2,2,2,1,3,3,574.58,0.0
12478,2,2,0,329.43,145.82,143.74,97,0.6748,69,23,23,46,0.2371,2,2,1,14.13,2,0,24.49,24.49,0,0,0,0,43.5,108.39,0,0.0,17.92,17.92,22.91,9.77,0.71,0.0,0.0,22.91,9.77,0.0,0.71,0.0,18.15,64.82,27.38,211,447,0,0,0.0,0.79,236.11,0.0,6.48,0,10.66,17.58,207.87,6,0.0247,2,0,0,1,3,3,574.58,
12479,1,3,1,143.53,0.0,143.53,1,0.007,0,0,0,1,0.0,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0,34.63,117.31,2,3.39,0.0,0.0,1.04,0.0,7.06,89.94,0.0,1.04,0.0,0.0,7.06,89.94,0.0,0.0,45.49,37,232,3,3,0.0,0.0,10.06,70.29,0.0,0,10.06,0.0,0.0,0,0.0,0,0,0,1,3,3,1291.55,1.0
12479,2,3,0,225.28,81.75,80.34,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,10.24,33.97,0,0.0,80.34,0.0,0.0,0.0,70.29,0.0,0.0,0.0,0.0,0.0,70.29,0.0,10.06,0.0,0.0,129,496,3,3,0.0,0.0,77.1,7.07,0.0,0,77.1,0.0,0.0,0,0.0,0,0,0,1,3,3,1291.55,1.0
12479,3,3,0,311.25,85.97,84.17,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,40.0,74.4,0,0.0,84.17,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,7.07,0.0,77.1,0.0,0.0,199,290,3,3,0.0,0.0,979.04,0.0,0.0,0,979.04,0.0,0.0,0,0.0,0,0,0,1,3,3,1291.55,
12480,1,2,1,155.8,0.0,155.8,231,1.4827,186,44,44,142,0.1905,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,13.58,57.89,0,0.0,0.0,0.0,98.97,0.0,7.47,34.43,0.0,98.97,0.0,0.0,7.47,34.43,0.0,0.0,14.94,20,201,0,0,0.0,0.0,17.7,4.43,0.0,0,17.7,0.0,0.0,0,0.0,0,0,0,1,3,3,372.51,1.0
12480,2,2,0,179.78,23.98,22.13,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,16.89,16.89,0,0.0,22.13,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,4.43,0.0,17.7,0.0,0.0,11,310,0,0,2.16,32.9,40.46,0.0,114.86,0,8.04,21.18,11.24,84,0.4412,5,1,1,1,3,3,372.51,
