student_id,window_start_s,window_end_s,code_events,terminal_runs,terminal_errors,test_results,query_count,event_density,longest_idle_s,thinking_time_s,cum_code_rate,cum_query_rate,query_count_so_far,time_since_session_start_s,net_code_growth,delete_ratio,time_since_last_query_s,error_self_fix,prior_no_effort_rate,current_state,prev_state,segments_in_window,pct_thinking,pct_implementing,pct_debugging,pct_seekingHelp,pct_testing,label_query_imminence_5s,label_query_imminence_10s,label_query_imminence_15s,label_query_imminence_30s,label_query_imminence_45s,label_query_imminence_60s,label_time_to_next_query_s,label_next_query_no_effort,label_query_productive,label_progress,label_error_imminence_15s,label_error_imminence_30s,label_error_imminence_60s,label_next_state,label_next_thinking_subtype,label_next_3_states,label_next_5_states
12472,0.0,30.0,0,0,0,0,0,0.3333,12.28,18.71,0.0,0.0,0,30.0,0,0.0,30.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,159.56,,,,1,1,1,debugging,,"debugging,thinking,seekingHelp",
12472,5.0,35.0,0,1,1,0,0,0.3667,12.28,15.62,0.0,0.0,0,35.0,0,0.0,35.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,154.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,10.0,40.0,0,1,1,0,0,0.3,12.28,15.62,0.0,0.0,0,40.0,0,0.0,40.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,149.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,15.0,45.0,0,1,1,0,0,0.2333,3.35,3.35,0.0,0.0,0,45.0,0,0.0,45.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,144.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,20.0,50.0,0,1,1,0,0,0.2333,3.35,3.35,0.0,0.0,0,50.0,0,0.0,50.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,139.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,25.0,55.0,0,1,1,0,0,0.2333,3.35,3.35,0.0,0.0,0,55.0,0,0.0,55.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,134.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,30.0,60.0,0,1,1,0,0,0.1333,1.14,0.0,0.0,0.0,0,60.0,0,0.0,60.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,129.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,35.0,65.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,65.0,0,0.0,65.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,124.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,40.0,70.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,70.0,0,0.0,70.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,119.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,45.0,75.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,75.0,0,0.0,75.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,114.56,,,,0,0,0,debugging,,"debugging,thinking,seekingHelp",
12472,50.0,80.0,9,0,0,0,0,0.3,0.89,0.0,0.1125,0.0,0,80.0,9,0.0,80.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,109.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,55.0,85.0,17,0,0,0,0,0.5667,2.59,0.0,0.2,0.0,0,85.0,17,0.0,85.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,104.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,60.0,90.0,29,0,0,0,0,0.9667,2.59,0.0,0.3222,0.0,0,90.0,29,0.0,90.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,99.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,65.0,95.0,38,0,0,0,0,1.2667,2.59,0.0,0.4,0.0,0,95.0,36,0.0263,95.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,94.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,70.0,100.0,52,0,0,0,0,1.7333,2.59,0.0,0.52,0.0,0,100.0,44,0.0769,100.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,89.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,75.0,105.0,60,0,0,0,0,2.0,2.59,0.0,0.5714,0.0,0,105.0,52,0.0667,105.0,0,0.0,debugging,thinking,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,84.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,80.0,110.0,65,0,0,0,0,2.1667,2.59,0.0,0.6727,0.0,0,110.0,57,0.0615,110.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,79.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,85.0,115.0,73,0,0,0,0,2.4333,2.44,0.0,0.7826,0.0,0,115.0,63,0.0685,115.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,74.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,90.0,120.0,74,0,0,0,0,2.4667,2.44,0.0,0.8583,0.0,0,120.0,62,0.0811,120.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,69.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,95.0,125.0,77,0,0,0,0,2.5667,2.44,0.0,0.92,0.0,0,125.0,67,0.0649,125.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,64.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,100.0,130.0,70,0,0,0,0,2.3333,3.67,3.67,0.9385,0.0,0,130.0,60,0.0714,130.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,59.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,105.0,135.0,70,0,0,0,0,2.3333,3.67,3.67,0.963,0.0,0,135.0,60,0.0714,135.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,54.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,110.0,140.0,72,0,0,0,0,2.4,3.67,3.67,1.0429,0.0,0,140.0,60,0.0833,140.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,49.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,115.0,145.0,66,0,0,0,0,2.2,3.67,3.67,1.0759,0.0,0,145.0,56,0.0758,145.0,0,0.0,debugging,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,44.56,,,,0,0,0,thinking,thinking-error,"thinking,seekingHelp,thinking",
12472,120.0,150.0,59,1,0,1,0,2.0667,4.29,7.96,1.08,0.0,0,150.0,51,0.0678,150.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,1,39.56,,,,0,0,0,seekingHelp,,,
12472,125.0,155.0,47,1,0,1,0,1.6667,4.29,4.29,1.0452,0.0,0,155.0,39,0.0851,155.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,1,34.56,,,,0,0,0,seekingHelp,,,
12472,130.0,160.0,40,1,0,1,0,1.4667,6.11,10.4,1.0125,0.0,0,160.0,38,0.025,160.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,0,1,1,1,29.56,,,,0,0,0,seekingHelp,,,
12472,135.0,165.0,32,1,0,1,0,1.2333,8.8,19.2,0.9818,0.0,0,165.0,30,0.0312,165.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,0,1,1,1,24.56,,,,0,0,0,seekingHelp,,,
12472,140.0,170.0,16,1,0,1,0,0.7,8.8,19.2,0.9529,0.0,0,170.0,16,0.0,170.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,0,1,1,1,19.56,,,,0,0,0,seekingHelp,,,
12472,145.0,175.0,6,1,0,1,0,0.3667,8.8,19.2,0.9257,0.0,0,175.0,6,0.0,175.0,0,0.0,thinking,debugging,2,0.5,0.0,0.5,0.0,0.0,0,0,1,1,1,1,14.56,,,,0,0,0,seekingHelp,,,
12472,150.0,180.0,0,0,0,0,0,0.0667,8.8,8.8,0.9,0.0,0,180.0,0,0.0,180.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,9.56,,,,0,0,0,seekingHelp,,,
12472,155.0,185.0,0,0,0,0,0,0.1333,18.17,26.97,0.8757,0.0,0,185.0,0,0.0,185.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,4.56,,,,0,0,0,seekingHelp,,,
12472,190.0,220.0,0,0,0,0,0,0.1,5.61,9.48,0.7364,0.0045,1,220.0,0,0.0,30.44,0,0.0,thinking,seekingHelp,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12472,195.0,225.0,0,0,0,0,0,0.0667,3.87,3.87,0.72,0.0044,1,225.0,0,0.0,35.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12472,200.0,230.0,0,0,0,0,0,0.0,30.0,30.0,0.7043,0.0043,1,230.0,0,0.0,40.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12472,205.0,235.0,0,0,0,0,0,0.0,30.0,30.0,0.6894,0.0043,1,235.0,0,0.0,45.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12472,210.0,240.0,0,0,0,0,0,0.0,30.0,30.0,0.675,0.0042,1,240.0,0,0.0,50.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,215.0,245.0,0,0,0,0,0,0.0,30.0,30.0,0.6612,0.0041,1,245.0,0,0.0,55.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,220.0,250.0,0,0,0,0,0,0.0,30.0,30.0,0.648,0.004,1,250.0,0,0.0,60.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,225.0,255.0,0,0,0,0,0,0.0,30.0,30.0,0.6353,0.0039,1,255.0,0,0.0,65.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,230.0,260.0,0,0,0,0,0,0.0,30.0,30.0,0.6231,0.0038,1,260.0,0,0.0,70.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,235.0,265.0,0,0,0,0,0,0.0,30.0,30.0,0.6113,0.0038,1,265.0,0,0.0,75.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,240.0,270.0,0,0,0,0,0,0.0667,9.36,9.36,0.6,0.0037,1,270.0,0,0.0,80.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,245.0,275.0,0,0,0,0,0,0.0667,9.36,9.36,0.5891,0.0036,1,275.0,0,0.0,85.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,250.0,280.0,0,0,0,0,0,0.0667,9.36,9.36,0.5786,0.0036,1,280.0,0,0.0,90.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,255.0,285.0,0,0,0,0,0,0.0667,9.36,9.36,0.5684,0.0035,1,285.0,0,0.0,95.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,260.0,290.0,0,0,0,0,0,0.0,30.0,30.0,0.5586,0.0034,1,290.0,0,0.0,100.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,265.0,295.0,0,0,0,0,0,0.0,30.0,30.0,0.5492,0.0034,1,295.0,0,0.0,105.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,0.0,0,0,0,,,,
12472,270.0,300.0,0,1,0,1,0,0.1,0.0,0.0,0.54,0.0033,1,300.0,0,0.0,110.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12472,275.0,305.0,0,1,0,1,0,0.1,0.0,0.0,0.5311,0.0033,1,305.0,0,0.0,115.44,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,,
12473,0.0,30.0,0,0,0,0,0,0.5667,10.64,13.68,0.0,0.0,0,30.0,0,0.0,30.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
12473,5.0,35.0,0,0,0,0,0,0.5333,3.03,3.03,0.0,0.0,0,35.0,0,0.0,35.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
12473,10.0,40.0,0,0,0,0,0,0.6333,7.87,10.9,0.0,0.0,0,40.0,0,0.0,40.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
12473,15.0,45.0,0,0,0,0,0,0.4667,7.87,10.9,0.0,0.0,0,45.0,0,0.0,45.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
12473,20.0,50.0,0,0,0,0,0,0.4333,8.26,19.16,0.0,0.0,0,50.0,0,0.0,50.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
12473,25.0,55.0,0,0,0,0,0,0.3667,8.26,16.13,0.0,0.0,0,55.0,0,0.0,55.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,0,0,0,implementing,,"implementing,thinking,debugging","implementing,thinking,debugging,thinking,debugging"
